"Title","Platform","Chipset","Edition","Release","Publisher","Box Size","Genre","WHDload Installed","WHDload does not exist","Tested","Complete","Copy Protection","Paid","Sold","Hall of Light Rarity","Top 50 Rank","Top 50 Comment","Lemon Rating"
"Realms of Arkania: Blade of Destiny","Amiga","","Original","1993","U.S. Gold","Big Box","Role-Playing (RPG)","Yes","No","Yes, Working","Yes, extra set of disks and manual","Manual","","","","","",""
"Rebel Charge at Chickamauga","Amiga","","Original","1987","SSI","Custom","Simulation, Strategy","No","Yes","","Yes","","","","","","",""
"Red Storm Rising","Amiga","OCS","Original","1990","MicroProse","Mid Size","Simulation, Strategy","Yes","No","","Yes","","","","","","",""
"Red Zone","Amiga","OCS","Original","1992","Psygnosis","Custom","Sports","Yes","No","Yes, Working","No, missing manual, but two sets of disks","Disk","","","","","",""
"Resolution 101","Amiga","OCS","Original","1990","Millennium","Mid size","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Return to Atlantis","Amiga","OCS","Original","1988","Electronic Arts","Custom","Action","Yes","No","Yes, Working","Yes","None","","","","","",""
"Return To Genesis","Amiga","OCS","Original","1988","Firebird","Jewel Case","Shooter","Yes","No","Yes, Not Working","Yes","Disk","","","","","",""
"Reunion","Amiga","AGA","Original","1994","Grandslam Video Ltd.","Big Box","Strategy","Yes","No","Yes, Working","Yes","Manual","","","","","",""
"Revenge Of Defender","Amiga","OCS","Original","1989","Epyx, Inc.","Custom","Shooter","Yes","No","No, Shrink wrapped","Yes, new","","","","","","",""
"Rick Dangerous","Amiga","OCS","Original","1989","Firebird","Mid Size","Platform","Yes","No","Yes, Working","No, manual is missing","Disk","","","","","",""
"Rick Dangerous II","Amiga","OCS","Original","1990","MicroStyle","Mid Size","Platform","Yes","No","Yes, Working","Yes, but german manual and box, game in english","Disk","","","","","",""
"Rick Davis's World Trophy","Amiga","OCS","Original","1989","Melbourne House","Big Box","Sports","No","Yes","Yes, Not fully working ""not enugh fast memory. the program needs 250000 bytes of fast memory. Sorry!""","Yes","Disk","","","","","",""
"Rise of the Dragon","Amiga","","Original","1991","Sierra On-Line","Sierra","Adventure","Yes","No","Yes, Working","Yes","None","","","","","",""
"Rise Of The Robots","Amiga","AGA","Original","1994","Mirage Technologies (Multimedia) Ltd.","Big Box","Fighting","Yes","No","Yes, Working","Yes","","","","","","",""
"Road Rash","Amiga","","Original","1992","Electronic Arts","Big Box","Action, Racing","Yes","No","","Yes","","","","","","",""
"Roadwar Europa","Amiga","OCS","Original","1987","SSI","Tall","Strategy","Yes","No","Yes, Working","Yes","Manual","","","","","",""
"Roadwars","Amiga","OCS","Original","1988","Melbourne House","Custom","Action","Yes","No","Yes, Working","Yes","Disk","","","Extremely Rare","","",""
"Robinson's Requiem","Amiga","AGA","Original","1994","Silmarils","Big Box","Role-Playing (RPG)","Yes","No","Yes, Not Working (stops loading after intro)","Yes","","","","","","",""
"RoboCop","Amiga","","Original","1989","Ocean","Mid size","Action","Yes","No","","Yes, extra disk and extra disk from hollywood compilation","","","","","","",""
"RoboCop 2","Amiga","","Original","1990","Ocean","Mid size","Action","Yes","No","","Yes","","","","","","",""
"RoboCop 3","Amiga","","Original","1992","Ocean","Big Box","Action","Yes","No","","Yes, with dongle and hologram sticker","Dongle","","","","","",""
"Robozone","Amiga","OCS","Original","1991","Image Works","Big Box","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Rocket Ranger","Amiga","OCS","Original","1988","Mirrorsoft","Mid Size","Action, Strategy","Yes","No","","Yes, 2 set of disks","Code Wheel","","","","","",""
"Rocky","Amiga","OCS","Original","1987","King Size","Small Jewelcase","Puzzle","No","Yes","Yes, Working","Yes","Disk","","","Extremely Rare","","",""
"Rod-Land","Amiga","","Original","1991","Storm","Big Box","Platform","Yes","No","Yes, Working","Yes","Disk","247 (£7,20+£12,58)","","","","",""
"Rogue Trooper","Amiga","OCS","Original","1991","Krisalis","Mid Size","Action","Yes","No","Yes, Not Working (stops loading after intro)","Yes","","","","","","",""
"Rome AD92: The Pathway To Power","Amiga","OCS","Original","1992","Millennium","Big Box","Adventure","Yes","No","Yes, Working","Yes","Manual","109 (49+60)","","","","",""
"Rotor","Amiga","","Original","1989","Arcana Software Limited","Mid Size","Shooter","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Ruff 'n' Tumble","Amiga","","Original","1994","Renegade","Big Box","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Ruffian","Amiga","OCS","Original","1994","Explosive-Software","Big Box","Action","Yes","No","","Yes","Disk","","","","","",""
"Run The Gauntlet","Amiga","","Original","1989","Ocean","Mid Size","Sports","Yes","No","","Yes","","97 (79+(53/3)","","","","",""
"RVF Honda","Amiga","OCS","Original","1990","MicroStyle","Mid size","Simulation, Racing","Yes","No","Yes, Not Working","Yes","Disk","","","","","",""
"Ryder Cup: Johnnie Walker","Amiga","AGA","Original","1994","Ocean","Big Box","Sports","No","Yes","Yes, Not Working","Yes","","","","","","",""
"S.D.I. (Cinemaware)","Amiga","","Original","1987","Cinemaware","Custom","Action Strategy","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"S.T.U.N. Runner","Amiga","OCS","Original","1990","Domark","Mid size","Racing","Yes","No","Yes, Working","Yes","Disk","61 (£4,38+£0,50)","","","","",""
"S.W.I.V.","Amiga","","Original","1991","Storm","Mid Size","Action","Yes","No","Yes, Working","Yes, extra disk","Disk","","","","","",""
"Sabre Team","Amiga","OCS","Original","1992","Krisalis","Big Box","Strategy","Yes","No","Yes, Working","Yes","Fact Sheet","","","","","",""
"Sabre Team AGA","Amiga","AGA","Original","1994","Krisalis","Big Box","Strategy","Yes","No","Yes, Working","Yes","Code Sheet","","","","","",""
"Saint Dragon","Amiga","","Original","1990","Storm","Mid size","Action","Yes","No","Yes, Working","No, manual is from budget release","Disk","","","","","",""
"Samurai: The Way Of The Warrior","Amiga","OCS","Original","1992","Impressions","Big Box","Strategy","No","Yes","Yes, Working","Yes","","","","","","",""
"Santa's Xmas Caper","Amiga","OCS","Original","1992","Zeppelin Games Limited","Big Box","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Scapehost","Amiga","OCS","Original","1990","Level 9","Custom","Adventure","Yes","No","","Yes","","","","","","",""
"Scooby Doo And Scrappy Doo","Amiga","OCS","Original","1991","Hi-Tec Software Ltd.","Custom","Platform","No","No","Yes, Working","Yes","Disk","137 (99+38)","","","","",""
"Scrabble","Amiga","OCS","Original","1993","U.S. Gold","Big Box","games","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"SDI (Activision)","Amiga","OCS","Original","1989","Activision","Custom","Shooter","No","Yes","Yes, Working","Yes","Disk","","","","","",""
"Second Front: Germany Turns East","Amiga","OCS","Original","1990","SSI","Tall","Strategy","No","Yes","Yes, Not Working (read error)","Yes","","","","","","",""
"Second Samurai","Amiga","OCS","Original","1993","Psygnosis","Psygnosis Big","Action","Yes","No","Yes, Not fully working get stuck loading after a while","Yes","Disk","","","","","",""
"Second Samurai AGA","Amiga","AGA","Original","1993","Psygnosis","Big Box","Action","Yes","No","Yes, Not Working (stops loading in disk 2)","Yes","Disk","","","","","",""
"The Second World","Amiga","OCS","Original","1990","Magic Bytes","Mid Size","Strategy","No","Yes","Yes, Working","Yes, manual in english but game in german","Disk","","","","","",""
"The Secret of Monkey Island","Amiga","","Original","1991","U.S. Gold","Big Box","Adventure","Yes","No","Yes, Not Working (disk validation error on disk 2)","Yes","Code Wheel","","","","","",""
"Secret of the Silver Blades","Amiga","","Original","1991","SSI","SSI","Role-Playing (RPG)","Yes","No","Yes, Working","Yes","","","","","","",""
"Sensible Golf","Amiga","OCS","Original","1995","Virgin","Big Box","Sports","Yes","No","Yes, Not fully working stops loading after a while","Yes, two set of disks","","","","","","",""
"Sensible World of Soccer","Amiga","OCS","Original","1994","Renegade","Big Box","Sports","Yes","No","Yes, Not Working (read error)","Yes","Disk","","","","","",""
"Sensible World Of Soccer '96/'97","Amiga","OCS","Original","1996","Renegade","Big Box","Sports","Yes","No","","Yes, Also contains upgreade version)","Disk","302 (£23,66+£0,50)","","","","",""
"Sensible World of Soccer 95 / 96","Amiga","OCS","Original","1995","Renegade","Big Box","Sports","Yes","No","Yes, Not Working (software failiure)","Yes","Disk","","","","","",""
"Sesame Street: Numbers Count","Amiga","OCS","Original","1987","Merit Software","Custom","games","No","Yes","Yes, Not Working (read error)","Yes","None","","","","","",""
"The Settlers","Amiga","","Original","1993","Blue Byte Software GmbH & Co. KG","Big Box","Simulation, Strategy","Yes","No","","Yes","","","","","","",""
"Seven Gates Of Jambala","Amiga","OCS","Original","1990","Thalion Software GmbH","Mid Size","Platform","Yes","No","","Yes","Disk","","","","","",""
"Shadow Fighter","Amiga","","Original","1994","Gremlin","Big Box","Action","Yes","No","","Yes, two set of disks","Code Wheel","","","","","",""
"Shadow of the Beast","Amiga","OCS","Original","1989","Psygnosis","Custom","Action","Yes","No","Yes, Working","Yes, but no T-Shirt","Disk","","","","","",""
"Shadow of the Beast II","Amiga","OCS","Original","1990","Psygnosis","Custom","Action","Yes","No","Yes, Working","Yes, 3 set of disks","Disk","","","","","",""
"Shadow of the Beast III","Amiga","OCS","Original","1992","Psygnosis","Big Box","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Shadow Sorcerer","Amiga","OCS","Original","1991","SSI","Big Box","Role-Playing (RPG)","Yes","No","Yes, Not Working (software failiure)","Yes","","","","","","",""
"Shadow Warriors","Amiga","","Original","1990","Ocean","Mid Size","Action","Yes","No","","Yes","","77 (£4,01+£2,13)","","","","",""
"Shadowgate","Amiga","OCS","Original","1987","Mindscape","Custom","Adventure","No","No","Yes, Working","No, manual is missing","None","79 (40+39)","","","","",""
"Shadowlands","Amiga","","Original","1992","Domark","Big Box","Role-Playing (RPG)","No","No","Yes, Not Working (stuck on black screen)","Yes","","400 (£25+£6,99)","","","","",""
"Shadoworlds","Amiga","OCS","Original","1992","Krisalis","Big Box","Role-Playing (RPG)","Yes","No","Yes, Working","Yes","","","","","","",""
"Shanghai","Amiga","OCS","Original","1986","Activision","Custom","games","Yes","No","Yes, Not Working (read error)","Yes","","","","","","",""
"Shinobi","Amiga","OCS","Original","1989","Virgin Mastertronic Ltd.","Mid Size","Action","Yes","No","Yes, Working","Yes, two disks","Disk","54 (40+(55/4))","","","","",""
"ShockWave","Amiga","","Original","1990","Digital Magic Software Ltd.","Mid Size","Action, Strategy","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Shufflepuck Cafe","Amiga","","Original","1989","Brøderbund Software, Inc.","Plastic Case","Sports","Yes","No","Yes, Working","Yes, extra disk","Disk","","","","","",""
"Sid Meier's Civilization","Amiga","OCS","Original","1992","MicroProse","Big Box","Strategy","Yes","No","","Yes, three set of disks","","","","","","",""
"Sid Meier's Civilization AGA","Amiga","AGA","Original","1992","MicroProse","Big Box","Strategy","Yes","No","Yes, Working","Yes","Manual","","","","","",""
"Sid Meier's Colonization","Amiga","OCS","Original","1995","MicroProse","Big Box","Simulation, Strategy","Yes","No","","Yes, two set of disks","","","","","","",""
"Sid Meier's Pirates!","Amiga","OCS","Original","1990","MicroProse","Mid Size","Action, Strategy","Yes","No","","Yes","Manual","","","","","",""
"Sid Meier's Railroad Tycoon","Amiga","OCS","Original","1991","MicroProse","Big Box","Simulation, Strategy","Yes","No","","Yes","","","","","","",""
"Side Arms: Hyper Dyne","Amiga","OCS","Original","1989","GO!","Custom","Shooter","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"SideShow","Amiga","","Original","1989","Actionware Corporation","Custom","Action","Yes","No","Yes, Working","Yes","Code Wheel","","","","","",""
"Sierra Soccer: World Challenge Edition","Amiga","","Original","1994","Sierra On-Line UK","Big Box","Sports","Yes","No","Yes, Not Working (stuck on black screen)","Yes","","","","","","",""
"Silent Service II","Amiga","OCS","Original","1991","MicroProse","Big Box","Simulation","Yes","No","","Yes","","","","","","",""
"Silkworm","Amiga","OCS","Original","1989","Virgin","Custom","Shooter","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Sim City","Amiga","","Original","1989","Maxis Software Inc.","Custom","Strategy","Yes","No","Yes, Working","Yes","None","","","","","",""
"SimCity","Amiga","","Original","1989","Maxis Software Inc.","Mid Size","Simulation","Yes","No","","Yes","Code Booklet","","","","","",""
"SimCity 2000","Amiga","AGA","Original","1994","Maxis UK Ltd.","Big Box","Simulation, Strategy","No","Yes","Yes, Working","Yes","Manual","","","","","",""
"SimEarth: The Living Planet","Amiga","","Original","1992","Mindscape","Big Box","Simulation","Yes","No","","Yes, Also budget release disks","","","","","","",""
"SimLife","Amiga","OCS","Original","1993","Mindscape","Big Box","Simulation","Yes","No","Yes, Working","Yes","","","","","","",""
"Simon the Sorcerer","Amiga","OCS","Original","1994","Adventuresoft Ltd.","Big Box","Adventure","Yes","No","","Yes","Manual","","","","","",""
"Simon The Sorcerer II: The Lion, The Wizard And The Wardrobe","Amiga","AGA","Original","2000","Epic Interactive","DVD Case","Adventure","No","Yes","","Yes","","128 (100+28)","","","","",""
"The Simpsons: Bart vs. the World","Amiga","OCS","Original","1993","Virgin","Big Box","Action, Simulation, Sports, Strategy","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Sinbad And The Throne Of The Falcon","Amiga","","Original","1987","Cinemaware","Custom","","No","No","Yes, Working","Yes","Disk","248 (149+99)","","","","",""
"Skeleton Krew","Amiga","AGA","Original","1995","Core Design","Big Box","Action","Yes","No","Yes, General strange behaviour","Yes","Disk","","","","","",""
"Ski or Die","Amiga","","Original","1990","Electronic Arts","Mid size","Sports","Yes","No","","Yes","","","","","","",""
"Skidmarks","Amiga","OCS + AGA","Original","1993","Acid Software","Big Box","Racing","Yes","No","","Yes","","","","","","",""
"Skidz","Amiga","","Original","1990","Gremlin","Mid Size","Sports","Yes","No","Yes, Working","Yes","Disk","103 (99+(79/19))","","","","",""
"Sky Fighter","Amiga","OCS","Original","1987","Rainbow Arts","Small Jewelcase","Shooter","No","Yes","Yes, Not fully working (scrambled graphics)","Yes","Disk","","","","","",""
"Sky High Stuntman","Amiga","","Original","1991","Codemasters","Small cardboard","Shooter","Yes","No","Yes, Working","Yes","Disk","103 (99+(79/19))","","","","",""
"SkyChase","Amiga","OCS","Original","1988","Image Works","Mid size","Action, Simulation","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Skyfox","Amiga","OCS","Original","1986","Electronic Arts","Custom","Action, Simulation","Yes","No","Yes, Not Working","Yes","Unkown","","","","","",""
"Skyfox II: The Cygnus Conflict","Amiga","OCS","Original","1988","Electronic Arts","Jewel Case","Shooter","Yes","No","Yes, Working","Yes","None, but map is needed","","","","","",""
"Slabs","Amiga","","Original","1991","Magic Soft","Mid Size","Puzzle","No","Yes","Yes, Working","Yes","Disk","","","","","",""
"Slam Tilt","Amiga","AGA","Original","1996","21st Century Entertainment","Big Box","Simulation","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Slayer","Amiga","OCS","Original","1989","Hewson","Mid size","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Slaygon","Amiga","OCS","Original","1988","MicroDeal","Custom","Role-Playing (RPG)","No","Yes","Yes, Working","Yes","None","69 (£5,00+£0,50)","","","","",""
